"strategy","annualized_return","annualized_volatility","sharpe_ratio","max_drawdown","calmar_ratio","avg_monthly_turnover","annual_turnover","avg_monthly_transaction_cost_drag","n_months"
"benchmark",0.0366446522241832,0.0557064011094691,0.414597598683189,-0.187299248826448,0.19564761980513,0.00436681222707423,0.0524017467248907,4.36681222707424e-06,229
"dynamic_logit",0.0496908231160356,0.0676335477153801,0.537704193504531,-0.227864139582433,0.21807215127003,0.109170305676856,1.31004366812227,0.000109170305676856,229
"dynamic_xgboost",0.0463213864072447,0.0676294240405637,0.489511272454346,-0.210472012802677,0.220083353555764,0.0786026200873363,0.943231441048035,7.86026200873363e-05,229
