"strategy","avg_monthly_turnover","annual_turnover","avg_monthly_tc_drag_10bps","annual_tc_drag_10bps"
"benchmark",0.00436681222707423,0.0524017467248907,4.36681222707424e-06,5.24017467248909e-05
"dynamic_logit",0.109170305676856,1.31004366812227,0.000109170305676856,0.00131004366812227
"dynamic_xgboost",0.0786026200873363,0.943231441048035,7.86026200873363e-05,0.000943231441048036
