"date","benchmark_MKT_RF_contrib","benchmark_SMB_contrib","benchmark_HML_contrib","benchmark_MOM_contrib","dynamic_logit_MKT_RF_contrib","dynamic_logit_SMB_contrib","dynamic_logit_HML_contrib","dynamic_logit_MOM_contrib","dynamic_xgboost_MKT_RF_contrib","dynamic_xgboost_SMB_contrib","dynamic_xgboost_HML_contrib","dynamic_xgboost_MOM_contrib"
2021-10-31,0.016575,-0.00565,-0.001325,0.0083,0.023205,-0.00339,-0.001855,0.00498,0.023205,-0.00339,-0.001855,0.00498
2021-11-30,-0.00395,-0.003275,-0.000925,0.0024,-0.00474,-0.003275,-0.000555,0.00288,-0.00553,-0.001965,-0.001295,0.00144
2021-12-31,0.0081,-0.00405,0.00815,-0.00595,0.01134,-0.00243,0.01141,-0.00357,0.01134,-0.00243,0.01141,-0.00357
2022-01-31,-0.0154,-0.014825,0.03215,-0.00605,-0.02156,-0.008895,0.04501,-0.00363,-0.02156,-0.008895,0.04501,-0.00363
2022-02-28,-0.0057,0.0054,0.00765,0.00415,-0.00798,0.00324,0.01071,0.00249,-0.00798,0.00324,0.01071,0.00249
2022-03-31,0.0077,-0.003875,-0.00475,0.00735,0.01078,-0.002325,-0.00665,0.00441,0.01078,-0.002325,-0.00665,0.00441
2022-04-30,-0.023525,-0.003375,0.01545,0.0125,-0.02823,-0.003375,0.00927,0.015,-0.032935,-0.002025,0.02163,0.0075
2022-05-31,-0.000775,-0.004525,0.021175,0.006425,-0.001085,-0.002715,0.029645,0.003855,-0.001085,-0.002715,0.029645,0.003855
2022-06-30,-0.02085,0.005325,-0.01485,0.002875,-0.02502,0.005325,-0.00891,0.00345,-0.02919,0.003195,-0.02079,0.001725
2022-07-31,0.024125,0.0073,-0.010175,-0.0107,0.02895,0.0073,-0.006105,-0.01284,0.033775,0.00438,-0.014245,-0.00642
2022-08-31,-0.00895,0.004,0.000925,0.0051,-0.01074,0.004,0.000555,0.00612,-0.01074,0.004,0.000555,0.00612
2022-09-30,-0.022875,-0.001425,0.00055,0.00965,-0.032025,-0.000855,0.00077,0.00579,-0.02745,-0.001425,0.00033,0.01158
2022-10-31,0.0202,6e-04,0.0205,0.010325,0.02828,0.00036,0.0287,0.006195,0.02424,6e-04,0.0123,0.01239
2022-11-30,0.01235,-0.0082,0.004425,-0.003525,0.01729,-0.00492,0.006195,-0.002115,0.01482,-0.0082,0.002655,-0.00423
2022-12-31,-0.015125,-0.001075,0.004175,0.0131,-0.01815,-0.001075,0.002505,0.01572,-0.021175,-0.000645,0.005845,0.00786
2023-01-31,0.0174,0.0134,-0.008975,-0.03955,0.02436,0.00804,-0.012565,-0.02373,0.02436,0.00804,-0.012565,-0.02373
2023-02-28,-0.005575,0.003475,-0.00115,0.002225,-0.00669,0.003475,-0.00069,0.00267,-0.007805,0.002085,-0.00161,0.001335
2023-03-31,0.0071,-0.0128,-0.021725,-0.004975,0.00994,-0.00768,-0.030415,-0.002985,0.00994,-0.00768,-0.030415,-0.002985
2023-04-30,0.002425,-0.00755,0.000575,0.005275,0.00291,-0.00755,0.000345,0.00633,0.00291,-0.00755,0.000345,0.00633
2023-05-31,0.00175,0.0049,-0.018575,-0.0013,0.0021,0.0049,-0.011145,-0.00156,0.0021,0.0049,-0.011145,-0.00156
2023-06-30,0.01715,0.004725,0.000675,-0.005725,0.02058,0.004725,0.000405,-0.00687,0.02058,0.004725,0.000405,-0.00687
2023-07-31,0.00915,0.00625,0.011275,-0.009025,0.01098,0.00625,0.006765,-0.01083,0.01281,0.00375,0.015785,-0.005415
2023-08-31,-0.004775,-0.006725,-0.00175,0.010575,-0.00573,-0.006725,-0.00105,0.01269,-0.00573,-0.006725,-0.00105,0.01269
2023-09-30,-0.012,-0.0052,0.0048,0.0019,-0.0144,-0.0052,0.00288,0.00228,-0.0168,-0.00312,0.00672,0.00114
2023-10-31,-0.0067,-0.008475,0.001675,0.00535,-0.00804,-0.008475,0.001005,0.00642,-0.00938,-0.005085,0.002345,0.00321
2023-11-30,0.0233,0.00085,0.005275,0.0075,0.02796,0.00085,0.003165,0.009,0.02796,0.00085,0.003165,0.009
2023-12-31,0.0132,0.016825,0.0133,-0.01275,0.01584,0.016825,0.00798,-0.0153,0.01848,0.010095,0.01862,-0.00765
2024-01-31,0.003,-0.0115,-0.004775,0.014725,0.0036,-0.0115,-0.002865,0.01767,0.0042,-0.0069,-0.006685,0.008835
2024-02-29,0.013725,0.00045,-0.007525,0.0133,0.01647,0.00045,-0.004515,0.01596,0.019215,0.00027,-0.010535,0.00798
2024-03-31,0.008175,-0.005175,0.011475,0.000275,0.00981,-0.005175,0.006885,0.00033,0.00981,-0.005175,0.006885,0.00033
2024-04-30,-0.01045,-0.00475,5.00000000000001e-05,1e-04,-0.01254,-0.00475,3.00000000000001e-05,0.00012,-0.01254,-0.00475,3.00000000000001e-05,0.00012
2024-05-31,0.011925,0.002475,-0.002175,7e-04,0.016695,0.001485,-0.003045,0.00042,0.016695,0.001485,-0.003045,0.00042
2024-06-30,0.008025,-0.006475,-0.007375,0.00315,0.00963,-0.006475,-0.004425,0.00378,0.00963,-0.006475,-0.004425,0.00378
2024-07-31,0.004175,0.01815,0.015175,-0.00475,0.00501,0.01815,0.009105,-0.0057,0.00501,0.01815,0.009105,-0.0057
2024-08-31,0.0052,-0.007525,-0.00155,0.013225,0.00624,-0.007525,-0.00093,0.01587,0.00624,-0.007525,-0.00093,0.01587
2024-09-30,0.0053,0.000675,-0.0059,-0.00055,0.00636,0.000675,-0.00354,-0.00066,0.00636,0.000675,-0.00354,-0.00066
2024-10-31,-0.001525,-0.0015,0.003125,0.008475,-0.00183,-0.0015,0.001875,0.01017,-0.00183,-0.0015,0.001875,0.01017
2024-11-30,0.017225,0.01215,0.0014,0.0035,0.024115,0.00729,0.00196,0.0021,0.02067,0.01215,0.00084,0.0042
2024-12-31,-0.007,-0.00585,-0.006575,0.000175,-0.0098,-0.00351,-0.009205,0.000105,-0.0084,-0.00585,-0.003945,0.00021
2025-01-31,0.007925,-0.004,0.005,0.003325,0.00951,-0.004,0.003,0.00399,0.011095,-0.0024,0.007,0.001995
2025-02-28,-0.005275,-0.01365,0.0131,-0.001225,-0.007385,-0.00819,0.01834,-0.000735,-0.00633,-0.01365,0.00786,-0.00147
2025-03-31,-0.015125,-0.00605,0.0081,-0.00625,-0.021175,-0.00363,0.01134,-0.00375,-0.021175,-0.00363,0.01134,-0.00375
2025-04-30,-0.001225,-6e-04,-0.00765,0.0133,-0.001715,-0.00036,-0.01071,0.00798,-0.001715,-0.00036,-0.01071,0.00798
2025-05-31,0.0161,0.0027,-0.00625,0.006475,0.02254,0.00162,-0.00875,0.003885,0.02254,0.00162,-0.00875,0.003885
2025-06-30,0.013,0.002925,-0.003175,-0.00575,0.0182,0.001755,-0.004445,-0.00345,0.0182,0.001755,-0.004445,-0.00345
2025-07-31,0.0058,0.001525,-0.002325,-0.001575,0.00696,0.001525,-0.001395,-0.00189,0.00696,0.001525,-0.001395,-0.00189
2025-08-31,0.00555,0.010625,0.012,-0.0079,0.00666,0.010625,0.0072,-0.00948,0.00666,0.010625,0.0072,-0.00948
2025-09-30,0.0093,-0.0038,-0.0018,0.0124,0.01302,-0.00228,-0.00252,0.00744,0.01116,-0.0038,-0.00108,0.01488
2025-10-31,0.005825,-0.00045,-0.006825,0.0016,0.00699,-0.00045,-0.004095,0.00192,0.00699,-0.00045,-0.004095,0.00192
2025-11-30,0.000425,0.0017,0.01015,-0.00375,0.000595,0.00102,0.01421,-0.00225,0.00051,0.0017,0.00609,-0.0045
2025-12-31,-5e-05,-0.0018,0.0069,-0.005175,-7e-05,-0.00108,0.00966,-0.003105,-6e-05,-0.0018,0.00414,-0.00621
2026-01-31,0.0033,0.00625,0.01005,0.01315,0.00396,0.00625,0.00603,0.01578,0.00396,0.00625,0.00603,0.01578
